price,area,property-type,rooms-number,zip-code,land-area,garden,garden-area,equipped-kitchen,full-address,swimming-pool,furnished,open-fire,terrace,terrace-area,facades-number,building-state
120000,108,house,3,4480,156,1,35,0.0,hermalle-sous-huy,0,0,0,0,0,3,to renovate
129000,115,house,2,4500,59,0,0,0.0,huy,0,0,0,0,0,2,good
129000,115,house,2,4500,59,0,0,0.0,huy,0,0,0,0,0,2,good
139500,150,house,4,4520,345,1,275,0.0,wanze,0,0,0,1,25,4,to rebuild
149000,134,house,4,4040,222,1,147,0.0,herstal,0,0,0,1,36,3,to renovate
149000,87,house,2,4420,107,1,37,1.0,tilleur,0,0,0,0,0,2,good
149000,300,house,5,4560,581,0,0,0.0,clavier,0,0,0,1,250,3,to renovate
149000,117,house,3,4800,476,1,224,0.0,verviers,0,0,0,1,92,4,to renovate
149000,60,house,1,6800,158,1,60,0.0,libramont-chevigny,0,0,0,1,10,3,to renovate
155000,176,house,3,6672,480,1,290,1.0,beho,0,0,0,0,0,3,to rebuild
159000,145,house,2,9600,300,1,230,1.0,ronse,0,0,0,0,0,2,to rebuild
165000,100,house,2,4101,235,1,120,1.0,seraing-jemeppesur-meuse,0,0,0,1,24,2,to rebuild
169000,97,house,3,4020,168,1,66,0.0,liege,0,0,0,1,29,2,good
169000,134,house,3,4100,122,0,0,1.0,seraing-ougree,0,0,0,1,100,3,good
185000,138,house,2,9600,140,1,56,1.0,ronse,0,0,0,1,10,2,good
189000,120,house,4,4100,420,1,335,1.0,seraing,0,0,0,1,36,2,good
189000,195,house,5,4420,324,1,280,1.0,saint-nicolas,0,0,0,1,40,2,to rebuild
194000,88,house,3,4000,90,1,30,1.0,liege,0,0,0,1,4,2,good
199000,110,house,2,3770,277,1,190,0.0,riemst,0,0,0,1,31,3,just renovated
199000,191,house,2,4020,305,1,100,1.0,liege,0,0,0,1,56,3,good
199000,111,house,3,4682,652,1,536,1.0,oupeye,0,1,0,1,63,4,good
210000,135,house,3,4101,1020,1,64,0.0,jemeppe-sur-meuse,0,0,0,0,0,2,to renovate
215000,196,house,5,6990,899,1,705,1.0,hampteau,0,0,0,1,25,3,good
220000,90,house,2,4040,143,0,0,1.0,herstal,0,0,0,1,22,2,just renovated
225000,169,house,4,9600,190,1,85,1.0,ronse,0,0,0,1,25,2,as new
229000,159,house,4,4020,417,1,251,1.0,liege,0,0,0,1,48,2,to rebuild
229000,150,house,4,4030,242,1,164,1.0,liege,0,1,0,1,46,2,good
239000,112,house,3,3300,195,1,130,1.0,tienen,0,0,0,1,16,2,just renovated
239000,92,house,3,4400,309,1,195,1.0,ivoz-ramet,0,0,0,0,0,4,good
239000,148,house,4,4530,3000,1,2800,1.0,villers-le-bouillet,0,0,0,0,0,4,to renovate
245000,100,house,3,5330,1373,1,12,1.0,assesse-maillen,0,0,0,1,50,4,good
245000,172,house,3,9600,169,1,104,1.0,ronse,0,0,0,0,0,2,to rebuild
249000,252,house,6,4000,910,1,653,0.0,liege,0,0,0,1,49,2,to rebuild
249000,235,house,4,4020,155,0,0,0.0,liege,0,0,0,1,40,2,to rebuild
249000,116,house,3,4040,320,1,156,1.0,herstal,0,0,0,1,6,3,good
249000,172,house,4,4420,404,1,765,1.0,saint-nicolas-tilleur,0,1,0,1,57,3,good
249000,160,house,5,4420,140,1,30,1.0,saint-nicolas,0,0,0,0,0,2,to rebuild
249500,290,house,4,9600,280,1,150,1.0,ronse,0,0,0,1,15,2,good
250000,110,house,3,5030,940,1,760,0.0,sauveniere,0,0,0,0,0,3,to renovate
255000,234,house,3,4630,300,1,220,1.0,soumagne,0,0,0,0,0,3,good
259000,215,house,7,4040,140,0,0,1.0,herstal,0,0,0,1,20,2,good
260000,120,house,3,1421,695,1,550,1.0,braine-lalleud-ophain-bois-seigneur-isaac,0,0,0,1,10,3,good
265000,152,house,3,9600,675,1,450,1.0,ronse,0,0,0,1,7,2,just renovated
269000,168,house,5,9000,150,1,48,0.0,gent,0,0,1,0,0,3,to renovate
270000,220,house,3,6040,1000,1,50,1.0,jumet,0,0,0,1,60,2,as new
279000,237,house,5,4000,283,1,117,1.0,liege,0,0,0,0,0,2,good
279000,142,house,4,4041,304,1,136,1.0,herstal,0,0,0,1,70,2,good
279000,258,house,5,9600,156,0,0,1.0,ronse,0,0,0,1,29,2,just renovated
289000,290,house,3,4500,204,1,100,1.0,huy,0,0,0,1,10,4,good
289000,290,house,3,4500,204,1,100,1.0,huy,0,0,0,1,10,4,good
295000,80,house,4,2830,350,0,0,1.0,willebroek,0,0,0,0,0,2,to renovate
295000,250,house,5,7000,3600,1,2940,1.0,mons,0,0,1,1,52,3,good
299000,183,house,6,4020,83,0,0,1.0,liege,0,0,0,0,0,2,good
300000,118,house,3,1030,82,0,0,1.0,schaerbeek,0,0,0,1,12,2,good
300000,160,house,2,1471,613,1,400,1.0,genappe-loupoigne,0,0,0,1,35,2,good
300000,160,house,3,4300,940,1,780,1.0,waremme,0,0,0,0,0,2,good
300000,160,house,3,4300,940,1,780,1.0,waremme,0,0,0,0,0,2,good
305000,302,house,5,9600,1195,1,555,1.0,ronse,0,0,0,1,45,4,to renovate
310000,213,house,4,4500,119,0,0,0.0,huy,0,0,0,0,0,2,good
319000,223,house,3,4480,750,0,0,1.0,engis,0,0,0,1,37,4,good
319000,140,house,5,6800,1152,1,1000,0.0,libramont-chevigny,0,0,0,1,30,4,good
320000,123,house,3,1700,95,1,30,1.0,dilbeek,0,0,0,0,0,2,good
335000,125,house,3,1800,192,1,100,1.0,vilvoorde,0,0,0,0,0,2,to renovate
345000,167,house,3,1070,140,1,45,1.0,anderlecht,0,0,0,1,15,2,to renovate
345000,115,house,3,1390,871,1,700,1.0,grez-doiceau,0,0,0,1,30,4,to rebuild
349000,190,house,3,1070,50,0,0,1.0,anderlecht,0,0,0,1,5,2,good
350000,112,house,2,1140,94,1,26,1.0,evere,0,0,0,1,16,2,to renovate
359000,223,house,3,4480,1231,1,420,1.0,engis,0,0,0,1,37,4,good
359000,135,house,4,9000,70,0,0,1.0,gent,0,0,0,1,7,2,good
375000,160,house,4,1620,160,1,50,1.0,drogenbos,0,0,0,1,20,2,to rebuild
375000,239,house,3,9700,744,1,425,1.0,oudenaarde,0,0,0,1,20,3,just renovated
380000,168,house,4,9140,902,1,800,1.0,temse,0,0,0,1,15,4,to renovate
390000,173,house,3,4671,1130,1,550,1.0,saive,0,0,0,1,29,4,good
395000,230,house,6,1030,80,0,0,1.0,schaerbeek,0,0,0,1,18,2,to rebuild
395000,230,house,6,1210,80,0,0,1.0,saint-josse-ten-noode,0,0,0,1,18,2,to rebuild
399000,215,house,4,1300,3882,0,0,1.0,limal,0,0,0,1,40,4,to renovate
399000,156,house,3,1800,280,1,224,1.0,vilvoorde,0,0,0,1,45,3,good
399000,200,house,4,4590,1653,1,1350,1.0,ouffet,0,0,0,1,40,4,good
415000,165,house,3,1420,1000,1,899,0.0,braine-lalleud,0,0,0,1,50,4,to rebuild
419000,140,house,3,1980,560,1,461,1.0,zemst,0,0,0,1,22,4,good
425000,161,house,3,1400,630,1,517,1.0,nivelles,0,0,0,1,31,4,good
430000,135,house,3,1120,194,1,100,1.0,neder-over-heembeek,0,0,0,1,6,2,to rebuild
449000,198,house,5,4100,1177,1,600,1.0,seraing,0,0,0,1,37,4,good
450000,163,house,5,1500,230,1,70,1.0,halle,0,0,0,1,30,2,as new
465000,229,house,4,1000,110,0,0,1.0,bruxelles,0,0,0,1,48,2,as new
465000,229,house,4,1020,110,0,0,1.0,laeken,0,0,0,1,48,2,as new
475000,150,house,3,1970,601,1,550,1.0,wezembeek-oppem,0,0,0,1,40,3,good
499000,158,house,4,1080,115,1,55,1.0,sint-jans-molenbeek,0,0,1,1,11,2,just renovated
499000,143,house,4,1310,161,0,0,1.0,la-hulpe,0,0,0,1,50,3,good
525000,167,house,4,1020,178,1,70,1.0,laeken,0,0,0,1,5,2,good
539000,390,house,6,1020,386,1,346,1.0,laeken,0,1,0,1,30,2,to renovate
565000,230,house,5,1082,358,1,120,1.0,berchem-sainte-agathe,0,0,0,1,15,3,good
569000,240,house,5,3150,280,1,80,1.0,haacht-wespelaar,0,1,0,1,60,3,to rebuild
569000,191,house,4,8020,1320,1,730,1.0,ruddervoorde,0,0,0,0,0,4,good
575000,245,house,4,1390,1369,1,1244,1.0,grez-doiceau,0,0,0,1,56,4,good
580000,224,house,4,1200,163,1,75,1.0,woluwe-saint-lambert,0,0,0,0,0,2,to rebuild
589000,160,house,4,9041,703,1,420,1.0,gent-oostakker,0,0,0,0,0,4,good
595000,430,house,10,4141,956,1,160,1.0,sprimont,0,0,0,1,40,4,as new
599000,190,house,4,1050,131,0,0,1.0,ixelles,0,1,0,1,18,2,to renovate
650000,200,house,5,1150,220,1,110,1.0,woluwe-saint-pierre,0,0,0,1,15,2,to rebuild
675000,250,house,4,1200,350,1,210,1.0,woluwe-saint-lambert,0,0,0,1,30,2,good
695000,340,house,5,1150,360,1,215,1.0,woluwe-saint-pierre,0,0,0,1,20,2,good
695000,287,house,5,1780,661,1,510,1.0,wemmel,0,0,0,1,40,4,as new
699000,370,house,6,1070,185,1,80,1.0,anderlecht,0,0,1,1,15,2,to renovate
720000,267,house,5,1200,176,1,45,0.0,woluwe-saint-lambert,0,0,0,1,2,2,to renovate
725000,320,house,4,1200,260,1,125,1.0,woluwe-saint-lambert,0,0,0,1,40,2,good
729000,159,house,4,1150,240,1,80,1.0,sint-pieters-woluwe,0,0,0,1,15,3,as new
735000,215,house,4,1640,951,1,700,1.0,rhode-saint-genese,1,0,0,0,0,4,good
735000,215,house,4,1650,951,1,700,1.0,beersel,1,0,0,0,0,4,good
750000,350,house,11,1000,164,0,0,1.0,bruxelles,0,0,0,1,92,2,to renovate
780000,321,house,6,1040,95,1,10,1.0,etterbeek,0,0,0,1,6,2,to rebuild
795000,240,house,5,1000,102,1,25,1.0,bruxelles,0,0,0,1,6,2,good
845000,336,house,5,1083,175,1,60,1.0,ganshoren,0,0,0,1,31,2,as new
850000,385,house,5,1050,120,0,0,1.0,ixelles,0,0,0,1,25,2,good
850000,263,house,4,1200,240,1,120,1.0,woluwe-saint-lambert,0,0,0,1,8,2,as new
875000,310,house,4,1200,208,1,98,1.0,woluwe-saint-lambert,0,0,0,0,0,2,good
995000,304,house,4,1200,680,0,0,1.0,woluwe-saint-lambert,0,0,0,0,0,4,to renovate
999000,921,house,23,4820,967,0,0,0.0,dison,0,0,0,1,263,4,good
1085000,325,house,5,1180,410,1,150,1.0,uccle,0,0,0,1,20,2,to rebuild
1095000,278,house,5,1180,114,1,40,1.0,uccle,0,0,0,1,50,2,as new
1100000,300,house,7,1050,124,1,50,1.0,ixelles,0,0,0,1,50,2,good
1100000,475,house,3,1180,220,0,0,1.0,uccle,0,0,0,0,0,3,as new
1250000,680,house,17,6900,1500,0,0,1.0,marche-en-famenne,0,0,0,1,165,2,as new
1960000,1120,house,25,4910,14065,1,12330,1.0,theux,0,0,0,1,34,4,good
3250000,577,house,5,2930,10431,1,8500,1.0,brasschaat,1,1,1,1,396,4,good
383000,134,house,3,1560,426,1,426,1.0,hoeilaart,0,0,0,1,30,4,to renovate
448000,188,house,3,2860,440,0,0,1.0,sint-katelijne-waver,0,0,0,0,0,2,good
595000,313,house,4,1082,270,1,155,1.0,berchem-sainte-agathe,1,0,0,1,60,3,as new
695000,180,house,4,1650,1169,0,0,1.0,beersel,0,0,0,0,0,4,good
695000,180,house,4,1654,1169,0,0,1.0,huizingen,0,0,0,0,0,4,good
785000,258,house,5,3052,1120,0,0,1.0,blanden,0,0,0,0,0,4,good
849000,200,house,4,1090,154,1,19,1.0,jette,0,0,0,1,20,2,good
189500,150,house,3,4540,700,0,0,1.0,amay,0,0,0,0,0,4,to renovate
149000,105,house,2,6210,640,1,490,1.0,frasnes-lez-gosselies,0,0,0,0,0,3,to rebuild
493000,160,house,3,1400,331,1,25,1.0,nivelles,0,0,0,1,30,3,good
493000,160,house,3,1400,331,1,25,1.0,nivelles,0,0,0,1,30,3,good
795000,700,house,3,8792,4047,0,0,1.0,desselgem,1,0,1,0,0,4,good
795000,700,house,3,8792,4047,0,0,1.0,desselgem,1,0,1,0,0,4,good
347000,186,house,3,1740,340,0,0,1.0,ternat,0,0,0,0,0,3,to renovate
549000,201,house,5,9030,590,0,0,1.0,mariakerke,0,0,0,0,0,3,good
140000,160,house,4,4500,160,1,75,1.0,huy,0,0,0,0,0,2,to renovate
175000,115,house,3,5300,1067,0,0,1.0,andenne,0,0,0,0,0,4,to rebuild
255000,211,house,4,2830,217,0,0,1.0,willebroek,0,0,0,1,20,2,to rebuild
825000,244,house,4,1190,113,0,0,1.0,forest,0,0,0,1,35,2,good
1960000,509,house,6,1050,300,1,200,1.0,ixelles,0,0,1,1,50,2,as new
275000,180,house,4,4540,307,1,180,1.0,amay,0,0,0,0,0,3,good
239000,100,house,3,4000,240,1,150,1.0,rocourt,0,0,0,0,0,2,to rebuild
269000,100,house,2,1730,124,0,0,1.0,asse,0,0,0,1,13,3,good
449000,375,house,5,9660,1263,0,0,0.0,brakel,0,0,0,0,0,4,to rebuild
480000,287,house,4,9090,505,0,0,1.0,melle,0,0,0,0,0,2,good
510000,340,house,8,9500,400,0,0,1.0,geraardsbergen,0,0,0,0,0,2,good
569000,210,house,3,1853,220,1,150,1.0,strombeek-bever,0,0,0,1,26,2,good
575000,120,house,3,1040,120,1,70,1.0,etterbeek,0,0,0,0,0,2,good
339000,180,house,3,9600,963,0,0,1.0,ronse,0,0,1,0,0,3,good
500000,263,house,7,1030,180,1,1,1.0,schaerbeek,0,0,0,0,0,2,to rebuild
450000,178,house,3,6700,865,1,758,1.0,arlon,0,0,0,1,1,4,good
695000,195,house,3,1950,233,1,95,1.0,kraainem,0,0,0,1,30,2,good
225000,300,house,3,6987,780,1,700,0.0,rendeux-marcouray,0,0,0,0,0,3,to renovate
339000,145,house,4,1070,189,1,25,1.0,anderlecht,0,0,0,1,17,2,to renovate
395000,115,house,2,1331,783,1,700,0.0,rixensart,0,0,0,1,10,4,to renovate
695000,288,house,4,1430,1945,1,1346,1.0,rebecq-bierghes,1,0,1,1,43,4,as new
1350000,355,house,9,1040,3,1,80,1.0,etterbeek,0,0,0,0,0,2,to renovate
2100000,700,house,7,1200,443,0,0,1.0,woluwe-saint-lambert,0,0,0,0,0,2,as new
205000,101,house,2,7860,320,0,0,1.0,lessines,0,0,0,0,0,2,as new
450000,120,house,3,1180,150,0,0,0.0,uccle,0,0,0,0,0,2,to rebuild
469000,164,house,4,2860,316,1,190,1.0,sint-katelijne-waver,0,0,0,1,38,2,just renovated
850000,450,house,5,8510,1835,0,0,1.0,marke,0,0,1,0,0,4,good
450000,100,house,3,1040,100,0,0,1.0,etterbeek,0,0,0,0,0,2,just renovated
589000,322,house,3,1755,861,0,0,1.0,gooik,0,0,0,0,0,4,good
50000,145,house,2,5360,3716,0,0,1.0,hamois-mohiville,0,0,0,0,0,4,good
265000,130,house,3,8370,140,0,0,1.0,blankenberge,0,1,0,1,34,2,good
300000,206,house,3,9100,304,1,135,1.0,sint-niklaas,0,0,0,1,25,2,good
475000,361,house,4,8560,565,1,260,1.0,gullegem,0,0,0,1,50,3,good
549000,220,house,4,1300,330,0,0,1.0,wavre,0,0,1,0,0,2,not mentioned
249000,230,house,5,4480,545,1,430,1.0,engis,0,0,0,0,0,2,good
695000,350,house,5,8580,1996,0,0,1.0,avelgem,0,0,1,0,0,4,just renovated
395000,143,house,4,9230,170,1,80,1.0,wetteren,0,0,0,1,24,2,as new
395000,145,house,4,9230,179,1,80,1.0,wetteren,0,0,0,1,26,2,as new
2250000,406,house,8,1150,1630,0,0,1.0,sint-pieters-woluwe,0,0,1,1,21,3,good
2250000,406,house,8,1150,1630,0,0,1.0,sint-pieters-woluwe,0,0,1,1,21,3,good
235000,105,house,2,3320,76,1,14,1.0,hoegaarden,0,0,0,0,0,3,as new
1245000,680,house,6,2890,632,0,0,1.0,sint-amands,0,0,0,0,0,2,good
129000,115,house,4,4000,59,0,0,1.0,glain,0,0,0,0,0,2,to rebuild
145000,145,house,3,6060,135,0,0,1.0,gilly,0,0,0,0,0,3,good
325000,168,house,2,2660,226,0,0,1.0,hoboken,0,0,0,0,0,2,good
409000,144,house,3,8200,350,0,0,1.0,sint-andries,0,0,1,1,30,3,good
448000,150,house,4,1650,429,0,0,1.0,beersel,0,0,0,0,0,3,good
545000,210,house,3,3560,944,1,630,1.0,lummen,0,0,1,1,45,4,as new
855000,313,house,5,3018,702,0,0,1.0,leuven,0,0,1,0,0,4,good
465000,375,house,6,6760,1420,1,1000,1.0,virton-ethe,0,0,0,1,100,2,as new
849000,400,house,6,2800,2930,0,0,1.0,mechelen,0,1,0,0,0,4,good
849000,400,house,6,2800,2930,0,0,1.0,mechelen,0,1,0,0,0,4,good
84000,89,house,1,4680,167,1,125,0.0,oupeye,0,1,0,0,0,2,to renovate
89000,84,house,1,6044,250,0,0,1.0,roux,0,0,0,0,0,2,good
99000,160,house,3,4051,272,1,78,0.0,chaudfontaine-vaux-sous-chevremont,0,0,0,1,40,2,to renovate
129000,70,house,2,4030,49,0,0,1.0,liege-grivegnee,0,0,0,0,0,2,to rebuild
139000,200,house,4,4051,380,1,30,0.0,chaudfontaine-vaux-sous-chevremont,0,0,0,1,15,4,to renovate
140000,136,house,2,4102,65,0,0,1.0,ougree,0,0,0,0,0,3,to rebuild
160000,117,house,4,6780,279,0,0,1.0,longeau,0,0,0,0,0,2,to renovate
165000,140,house,3,4877,269,1,80,0.0,olne,0,0,0,1,20,3,to renovate
178000,127,house,2,4430,405,1,300,1.0,ans,0,0,0,1,18,3,good
189000,156,house,2,4870,726,1,500,0.0,trooz,0,0,0,1,11,4,to renovate
189000,156,house,2,4877,726,1,500,0.0,olne,0,0,0,1,11,4,to renovate
189000,76,house,2,9100,58,0,0,0.0,sint-niklaas,0,0,0,0,0,2,to renovate
195000,105,house,3,1400,37,0,0,1.0,nivelles,0,0,0,0,0,2,as new
199000,200,house,5,4500,237,1,180,1.0,huy,0,0,0,0,0,2,good
199500,100,house,2,4470,31,0,0,1.0,saint-georges-sur-meuse,0,0,0,0,0,2,as new
230000,113,house,3,1390,355,0,0,1.0,grez-doiceau,0,0,0,0,0,3,good
249000,150,house,3,4030,239,1,125,1.0,liege-grivegnee,0,0,0,1,20,3,as new
249000,180,house,3,4430,249,1,100,1.0,ans,0,0,0,0,0,2,to rebuild
249000,180,house,2,4430,249,1,100,1.0,ans,0,0,0,0,0,2,to rebuild
249000,150,house,4,4470,1100,1,1000,1.0,saint-georges-sur-meuse,0,0,0,1,50,3,to rebuild
249000,118,house,2,4500,767,0,0,1.0,huy,0,0,0,1,6,4,good
249000,231,house,3,8793,214,0,0,1.0,sint-eloois-vijve,0,0,0,1,21,2,to rebuild
249500,170,house,4,4557,750,0,0,1.0,seny,0,0,0,0,0,3,good
249500,120,house,3,4570,680,0,0,1.0,marchin,0,0,0,0,0,3,to rebuild
259000,120,house,3,4020,503,1,250,1.0,liege-wandre,0,0,0,1,32,3,to rebuild
259000,158,house,3,4400,490,1,190,1.0,flemalle-grande,0,0,1,1,190,4,good
259000,150,house,3,9600,350,1,200,1.0,ronse,0,0,0,1,30,2,as new
260000,130,house,3,4470,594,1,300,1.0,saint-georges-sur-meuse,1,0,0,1,18,4,good
265000,193,house,4,1495,210,1,90,1.0,villersla-ville-sart-dames-avelines,0,0,0,1,30,3,good
274500,128,house,3,5377,1277,0,0,1.0,somme-leuze,0,0,0,0,0,4,good
275000,190,house,5,6870,784,0,0,1.0,saint-hubert,0,0,0,0,0,4,good
279000,200,house,3,4610,872,1,300,1.0,beyne-heusay,0,0,0,1,35,4,to renovate
280000,120,house,3,4000,160,1,100,1.0,liege,1,0,0,0,0,2,good
295000,165,house,3,6020,299,1,100,1.0,charleroi,0,0,0,1,30,2,as new
299000,150,house,3,2890,202,0,0,1.0,sint-amands,0,0,0,1,40,4,to rebuild
299500,192,house,3,4550,1248,0,0,1.0,nandrin,0,0,0,0,0,4,good
314000,150,house,3,4141,1508,1,600,0.0,sprimont-louveigne,0,0,0,0,0,4,to renovate
315000,110,house,2,1325,1332,1,1332,0.0,corroy-le-grand,0,0,1,1,30,4,to renovate
